Segment,Territory,Customer Date,Net ARR,Composite Fleet Size,Number of ELD Devices
CMRL,Los Angeles,9/3/2020,2160,20,16
CMRL,South Central,8/5/2020,1920,23,8
CMRL,North Central,5/22/2017,5940,20,23
CMRL,North Central,4/5/2018,13200,35,28
CMRL,South Central,3/26/2018,26004,20,92
CMRL,North Central,4/5/2018,14280,40,39
CMRL,Southeast,1/4/2018,720,20,3
CMRL,Northeast,10/9/2020,21000,40,50
CMRL,Northeast,11/28/2018,1920,25,12
CMRL,Northwest,5/23/2018,9480,23,31
CMRL,Ontario,12/11/2017,4680,27,13
CMRL,Southwest,9/12/2017,20880,24,49
CMRL,North Central,8/8/2017,2520,20,6
CMRL,Southeast,12/14/2017,4320,20,18
CMRL,Atlanta,10/25/2017,240,47,76
CMRL,Columbus,8/14/2017,11088,31,35
CMRL,Northwest,10/19/2017,7344,40,37
CMRL,Northwest,9/13/2017,840,20,3
CMRL,Chicago West,9/30/2017,12000,20,20
CMRL,Los Angeles,11/29/2017,16800,23,56
CMRL,South Central,9/30/2017,7200,20,12
CMRL,Chicago West,12/16/2019,14640,45,19
CMRL,Los Angeles,11/27/2017,13860,45,33
CMRL,North Central,5/27/2020,11988,25,39
CMRL,North Central,10/18/2017,6480,23,27
CMRL,North Central,10/25/2017,3600,20,15
CMRL,Los Angeles,11/9/2017,8640,24,24
CMRL,Atlanta,10/25/2017,6048,36,48
CMRL,Southeast,6/14/2019,9180,25,20
CMRL,Phoenix,12/21/2017,8856,30,54
CMRL,North Central,11/22/2017,9000,20,25
CMRL,Chicago East,11/26/2018,24420,45,36
CMRL,Northeast,11/30/2017,15000,21,26
CMRL,Alberta,11/9/2017,26400,29,75
CMRL,North Central,11/9/2017,11714,20,34
CMRL,Northwest,11/13/2017,5040,20,21
CMRL,Northwest,12/6/2017,5760,24,24
CMRL,Northwest,12/13/2017,3600,20,14
CMRL,Southwest,11/30/2017,11040,48,8
CMRL,Northwest,12/11/2017,10500,32,44
CMRL,Southwest,10/17/2019,47880,25,69
CMRL,South Central,12/11/2017,14856,20,25
CMRL,Southeast,7/23/2019,12240,30,47
CMRL,South Central,12/18/2018,9660,22,36
CMRL,Canada East,12/21/2017,4032,30,10
CMRL,Southwest,12/20/2017,4320,20,37
CMRL,South Central,12/27/2017,6000,26,25
CMRL,Northeast,1/4/2018,9576,21,24
CMRL,North Central,12/22/2017,1920,30,8
CMRL,Los Angeles,1/11/2018,4200,25,11
CMRL,Indianapolis,1/11/2018,696,20,3
CMRL,Detroit,1/19/2018,12096,34,57
CMRL,Chicago West,2/1/2018,21360,20,36
CMRL,Southwest,2/18/2018,8280,20,23
CMRL,Houston,3/8/2018,1008,25,6
CMRL,Tampa,9/4/2018,5280,25,23
CMRL,Southwest,10/2/2019,8400,25,25
CMRL,Chicago East,3/23/2018,0,21,21
CMRL,Northwest,3/30/2018,5040,21,39
CMRL,Southeast,4/4/2018,33876,20,95
CMRL,North Central,7/16/2018,8100,25,23
CMRL,Los Angeles,7/12/2018,7140,20,17
CMRL,Alberta,11/26/2018,29436,21,71
CMRL,Houston,11/30/2018,7560,40,20
CMRL,Southwest,9/18/2018,11448,20,32
CMRL,Southwest,9/7/2018,16428,42,52
CMRL,Tampa,10/1/2018,6480,45,26
CMRL,Tampa,10/24/2018,10200,27,17
CMRL,Tampa,10/24/2018,12480,23,16
CMRL,South Central,11/28/2018,10800,30,45
CMRL,Southeast,9/30/2020,13680,21,20
CMRL,Tampa,10/16/2019,6480,30,27
CMRL,South Central,10/16/2019,14400,32,30
CMRL,Northwest,12/11/2019,3600,23,15
CMRL,Northwest,5/24/2019,15600,26,26
CMRL,Ontario,6/25/2019,12420,22,25
CMRL,Alberta,11/11/2019,8392,27,27
CMRL,Southwest,1/31/2020,14256,20,22
CMRL,Southeast,12/13/2019,17640,42,44
CMRL,North Central,11/27/2019,13440,23,30
CMRL,Northwest,11/11/2019,15840,33,33
CMRL,Phoenix,10/30/2019,6720,20,20
CMRL,Northwest,10/30/2019,1260,20,3
CMRL,South Central,9/19/2017,5280,23,22
CMRL,South Central,12/6/2017,14880,26,34
CMRL,South Central,6/27/2018,16872,20,11
CMRL,Southeast,1/19/2018,1800,31,5
CMRL,Chicago West,12/20/2017,5580,20,17
CMRL,Detroit,7/10/2017,8820,20,24
CMRL,North Central,10/27/2017,4320,20,12
CMRL,South Central,1/8/2017,19908,40,39
CMRL,South Central,8/9/2017,9888,30,43
CMRL,Northeast,10/10/2017,2640,35,11
CMRL,Houston,10/16/2017,6300,30,15
CMRL,Southeast,12/11/2017,10500,24,25
CMRL,North Central,11/30/2017,13680,32,38
CMRL,Southwest,12/27/2017,5280,21,22
CMRL,Houston,11/27/2017,8880,24,42
CMRL,South Central,8/7/2017,12420,24,23
CMRL,South Central,12/8/2016,13440,32,32
CMRL,Dallas,10/16/2017,8160,37,34
CMRL,Ontario,8/30/2017,2400,25,0
CMRL,North Central,8/24/2017,4320,20,21
CMRL,South Central,8/8/2017,13860,50,34
CMRL,Chicago West,10/18/2017,10080,30,2
CMRL,Southwest,9/11/2020,21000,25,25
CMRL,Southeast,11/27/2017,13440,23,23
CMRL,Northwest,10/16/2018,720,30,3
CMRL,Chicago West,12/12/2017,19500,21,25
CMRL,Detroit,12/4/2017,7200,28,32
CMRL,Seattle,12/2/2019,2400,26,4
CMRL,Houston,1/20/2020,8220,25,26
CMRL,Northeast,1/14/2020,15876,22,27
CMRL,Ontario,2/18/2020,31500,36,37
CMRL,Northwest,1/16/2020,8640,20,23
CMRL,Northwest,1/28/2020,11004,30,30
CMRL,Dallas,2/11/2020,6156,23,16
CMRL,Southeast,2/28/2020,8640,24,12
CMRL,Northwest,5/7/2020,17136,30,31
CMRL,Southwest,2/28/2020,8892,25,33
CMRL,Northeast,4/30/2020,24396,28,27
CMRL,South Central,4/13/2020,3900,23,6
CMRL,Los Angeles,6/29/2020,3108,20,13
CMRL,Southeast,6/19/2020,15600,26,41
CMRL,Southwest,5/6/2020,7380,20,22
CMRL,North Central,6/15/2020,6300,20,15
CMRL,Northwest,8/4/2020,8400,37,15
CMRL,South Central,7/10/2020,15600,25,25
CMRL,Southwest,8/20/2020,22344,28,30
CMRL,Southeast,10/21/2020,4620,26,11
CMRL,Northeast,7/30/2020,684,20,3
CMRL,North Central,11/27/2017,10044,35,13
CMRL,Southeast,1/17/2019,12000,30,20
CMRL,Southeast,11/8/2017,17220,22,32
CMRL,Canada East,11/27/2017,11340,24,33
CMRL,South Central,5/27/2020,11520,23,25
CMRL,Detroit,3/11/2019,6372,22,14
CMRL,South Central,7/17/2018,20040,20,45
CMRL,North Central,7/9/2019,9720,24,20
CMRL,Detroit,6/28/2017,12960,39,43
CMRL,Northeast,7/14/2017,6720,20,16
CMRL,Northeast,10/6/2017,12960,35,27
CMRL,Houston,12/26/2017,6480,35,31
CMRL,South Central,1/8/2018,10140,35,28
CMRL,Northwest,12/30/2017,6000,29,26
CMRL,South Central,9/1/2017,24600,41,79
CMRL,Southwest,9/28/2017,6192,24,31
CMRL,Southwest,12/19/2017,4800,20,20
CMRL,Northeast,8/30/2019,21840,28,37
CMRL,Southeast,10/25/2017,14112,30,44
CMRL,North Central,9/29/2017,2160,21,9
CMRL,Northwest,3/11/2019,2940,25,7
CMRL,Northeast,10/25/2017,6120,20,17
CMRL,Chicago East,1/18/2018,16368,28,96
CMRL,South Central,10/31/2019,32352,28,33
CMRL,Dallas,9/30/2017,5040,25,44
CMRL,Chicago West,10/16/2017,21240,20,43
CMRL,Northeast,10/16/2017,3600,25,16
CMRL,North Central,10/16/2017,7920,25,23
CMRL,North Central,3/23/2018,7680,25,32
CMRL,Dallas,12/26/2017,0,23,6
CMRL,Dallas,7/12/2019,4620,21,23
CMRL,Southwest,3/9/2018,5520,30,22
CMRL,Dallas,10/25/2017,11760,24,28
CMRL,South Central,11/9/2017,9660,23,35
CMRL,Northwest,11/3/2017,16800,31,51
CMRL,Southwest,11/4/2017,13260,23,26
CMRL,Northeast,11/22/2017,2880,20,20
CMRL,Canada East,12/14/2017,1440,20,11
CMRL,Southwest,11/22/2017,5040,25,26
CMRL,Chicago West,11/30/2017,3600,35,15
CMRL,Southeast,11/29/2017,24000,43,7
CMRL,Northeast,11/30/2017,7200,32,32
CMRL,Northeast,12/20/2017,8400,40,37
CMRL,North Central,1/3/2018,1680,50,7
CMRL,Northwest,11/30/2017,0,42,12
CMRL,Southeast,11/28/2017,22200,30,36
CMRL,Seattle,12/4/2017,10920,22,29
CMRL,Chicago East,12/30/2019,2400,20,10
CMRL,Northeast,1/22/2018,1200,20,5
CMRL,Northeast,12/20/2017,15180,30,64
CMRL,Houston,12/29/2017,2160,25,6
CMRL,Northwest,2/8/2018,9720,38,45
CMRL,Southeast,1/16/2018,3984,21,41
CMRL,Northeast,1/8/2018,1920,20,8
CMRL,Southwest,12/21/2017,18636,27,54
CMRL,Northeast,12/30/2017,18240,25,32
CMRL,Southwest,7/23/2019,2880,35,6
CMRL,Northeast,1/10/2018,10800,20,18
CMRL,Dallas,1/19/2018,8820,21,25
CMRL,South Central,1/31/2018,13320,22,25
CMRL,Northeast,2/23/2018,8640,20,27
CMRL,Southeast,3/6/2018,15120,31,36
CMRL,Southwest,8/1/2018,10500,30,29
CMRL,Northwest,7/18/2018,9120,20,38
CMRL,North Central,1/6/2020,3000,21,5
CMRL,Dallas,8/31/2018,17388,20,39
CMRL,Southeast,1/14/2019,23460,50,70
CMRL,Northeast,1/23/2019,10080,25,24
CMRL,Houston,12/13/2018,12600,25,31
CMRL,Southwest,3/18/2019,4800,35,21
CMRL,South Central,10/2/2019,12000,25,20
CMRL,Northwest,6/11/2019,4080,24,0
CMRL,Canada West,6/24/2019,4800,35,14
CMRL,Southeast,11/5/2019,21000,46,51
CMRL,Los Angeles,3/4/2019,14400,25,25
CMRL,South Central,5/10/2019,396,28,4
CMRL,Alberta,7/23/2019,10560,22,22
CMRL,Dallas,10/30/2019,7056,21,21
CMRL,Northwest,4/12/2017,7560,20,22
CMRL,North Central,3/29/2017,16038,30,27
CMRL,Southeast,10/6/2017,8160,38,37
CMRL,Northwest,5/9/2019,11520,25,30
CMRL,Southwest,12/19/2018,1800,20,4
CMRL,Chicago West,11/29/2017,9120,31,39
CMRL,North Central,6/8/2018,2640,40,10
CMRL,Northwest,6/10/2020,7560,30,19
CMRL,Northeast,1/22/2018,11844,22,34
CMRL,Southwest,11/12/2017,20160,45,92
CMRL,Northwest,5/14/2018,8280,26,23
CMRL,Northwest,9/15/2020,2880,20,15
CMRL,South Central,3/2/2017,9360,35,23
CMRL,Southwest,11/14/2018,8640,32,18
CMRL,Southeast,11/27/2017,12000,20,28
CMRL,North Central,5/19/2020,4800,45,10
CMRL,South Central,1/29/2020,9240,30,22
CMRL,Newark,6/2/2017,10500,23,5
CMRL,Southwest,4/23/2019,8640,28,24
CMRL,North Central,3/28/2017,21540,45,41
CMRL,South Central,11/27/2017,15000,25,54
CMRL,Dallas,1/3/2018,8340,40,72
CMRL,Northwest,11/27/2017,8400,35,46
CMRL,Canada West,6/28/2017,3840,20,17
CMRL,Southeast,9/15/2017,14700,24,46
CMRL,Southeast,1/27/2020,6936,22,21
CMRL,Southwest,1/31/2020,11700,29,39
CMRL,Northwest,7/10/2020,23400,39,49
CMRL,Alberta,5/13/2020,13776,36,22
CMRL,Southwest,6/30/2020,18720,32,39
CMRL,Southwest,3/19/2020,7200,28,30
CMRL,Canada East,6/2/2020,9348,45,43
CMRL,Columbus,5/29/2020,14280,34,34
CMRL,Dallas,6/18/2020,14520,40,49
CMRL,Canada West,9/22/2020,11880,30,30
CMRL,Northwest,7/31/2020,2640,25,11
CMRL,North Central,9/8/2020,5760,20,20
CMRL,Southeast,7/6/2020,8604,21,18
CMRL,Indianapolis,10/27/2020,12432,34,26
CMRL,South Central,7/16/2020,3360,20,9
CMRL,Northwest,9/30/2020,2520,20,6
CMRL,Canada East,11/4/2019,10800,20,23
CMRL,Phoenix,10/13/2017,19320,40,46
CMRL,North Central,9/8/2017,15120,20,42
CMRL,North Central,10/19/2018,14400,20,24
CMRL,Northeast,10/13/2017,6000,26,28
CMRL,Chicago West,5/17/2018,33600,45,52
CMRL,North Central,6/21/2017,7920,28,36
CMRL,Northwest,8/30/2019,16200,28,27
CMRL,Southeast,4/20/2018,18720,24,35
CMRL,Ontario,4/23/2019,14280,24,23
CMRL,Northeast,4/30/2018,22200,36,38
CMRL,Northeast,7/3/2018,15600,25,55
CMRL,Chicago West,12/12/2017,11892,34,57
CMRL,Chicago West,9/28/2017,7440,40,33
CMRL,Ontario,8/24/2017,2940,40,11
CMRL,Southeast,12/14/2017,7620,50,22
CMRL,South Central,9/29/2017,8262,28,28
CMRL,Ontario,8/14/2017,22740,35,113
CMRL,Indianapolis,9/28/2017,4620,20,2
CMRL,Northwest,7/27/2017,6960,20,34
CMRL,North Central,11/27/2017,7200,32,36
CMRL,Southwest,12/11/2017,4800,30,20
CMRL,Northwest,3/27/2018,18000,28,21
CMRL,North Central,12/19/2017,720,20,2
CMRL,North Central,9/19/2017,10080,32,25
CMRL,South Central,2/4/2019,19680,21,37
CMRL,Northeast,10/19/2017,3600,32,32
CMRL,Northwest,10/22/2018,11160,25,15
CMRL,South Central,10/19/2017,9240,29,27
CMRL,Chicago West,11/3/2017,10584,25,41
CMRL,Northwest,11/8/2017,1080,25,3
CMRL,Seattle,8/14/2018,3600,20,15
CMRL,Houston,12/11/2017,4320,20,18
CMRL,Northeast,11/2/2017,11568,20,36
CMRL,Canada West,11/7/2017,5460,20,14
CMRL,Chicago West,11/6/2017,11520,24,31
CMRL,Northwest,11/22/2017,2880,30,15
CMRL,Chicago East,11/22/2017,36312,44,73
CMRL,Northeast,12/26/2017,5160,31,29
CMRL,Northeast,2/12/2020,17340,29,50
CMRL,Chicago West,11/21/2017,5040,37,37
CMRL,Northwest,11/30/2017,3972,25,6
CMRL,Southwest,12/11/2017,15840,30,31
CMRL,Chicago West,2/28/2020,9024,25,29
CMRL,Chicago West,12/19/2017,3840,24,16
CMRL,Southwest,12/19/2017,3600,38,24
CMRL,Southwest,1/22/2018,15060,25,42
CMRL,Los Angeles,4/19/2019,1200,25,6
CMRL,Northwest,12/30/2017,4080,25,18
CMRL,Southeast,2/20/2018,14880,30,21
CMRL,Canada West,7/24/2018,6336,20,16
CMRL,Southeast,3/31/2018,10680,25,25
CMRL,Southwest,4/2/2018,16920,41,47
CMRL,North Central,3/27/2018,15960,20,38
CMRL,Northwest,3/30/2018,2400,21,10
CMRL,Tampa,4/10/2018,8400,31,62
CMRL,Ontario,5/21/2018,7140,20,20
CMRL,Alberta,9/26/2019,6672,30,15
CMRL,Detroit,6/8/2018,5040,25,26
CMRL,Los Angeles,6/22/2018,15600,21,44
CMRL,Northeast,6/22/2018,6720,25,18
CMRL,Northwest,6/20/2018,4200,40,11
CMRL,Northwest,7/24/2018,1680,40,4
CMRL,Los Angeles,9/7/2018,4200,20,13
CMRL,Ontario,10/15/2018,9552,22,22
CMRL,Northeast,2/1/2019,15360,40,27
CMRL,Tampa,10/18/2018,9600,24,75
CMRL,Southeast,10/31/2019,13200,20,24
CMRL,Southeast,6/3/2019,17220,31,34
CMRL,South Central,1/7/2019,11520,21,25
CMRL,South Central,7/31/2019,5460,31,19
CMRL,Northwest,6/4/2019,13200,22,28
CMRL,Northwest,2/22/2019,2550,50,5
CMRL,Northeast,5/23/2019,7992,35,15
CMRL,Northwest,9/19/2019,11520,29,48
CMRL,North Central,10/1/2019,11232,25,30
CMRL,Alberta,5/20/2019,6576,25,14
CMRL,Southeast,9/20/2019,10200,30,17
CMRL,Northwest,10/3/2019,11328,36,24
CMRL,Southwest,11/15/2019,16800,32,35
CMRL,Northwest,10/22/2019,3384,27,9
CMRL,Northwest,10/22/2019,2940,37,7
CMRL,Northeast,10/22/2019,11280,46,49
CMRL,Phoenix,10/29/2019,11760,26,28
CMRL,Northwest,1/10/2017,10080,20,38
CMRL,Southeast,10/17/2017,10440,28,29
CMRL,Southwest,12/16/2017,7920,26,33
CMRL,South Central,3/15/2017,30000,50,59
CMRL,Ontario,10/17/2018,6000,25,0
CMRL,Southeast,3/8/2017,3960,20,11
CMRL,Los Angeles,11/27/2017,7932,21,36
CMRL,Ontario,6/19/2019,9600,22,21
CMRL,Canada West,5/3/2019,9240,20,23
CMRL,Southeast,1/22/2020,28200,34,49
CMRL,North Central,10/9/2020,2400,44,5
CMRL,Southwest,11/27/2017,2400,25,22
CMRL,Southeast,10/31/2020,12000,50,#N/A
CMRL,Southeast,12/8/2016,8700,20,23
CMRL,Chicago West,8/14/2019,7140,20,19
CMRL,Northeast,1/21/2020,22296,34,36
CMRL,Alberta,7/2/2018,27600,27,45
CMRL,Chicago East,3/26/2018,6480,30,47
CMRL,Tampa,5/23/2018,2880,20,12
CMRL,North Central,8/4/2020,16644,30,32
CMRL,North Central,10/13/2016,5520,30,23
CMRL,South Central,11/27/2017,3120,27,15
CMRL,Seattle,11/27/2017,18804,30,49
CMRL,Chicago West,1/10/2020,2580,20,10
CMRL,Tampa,12/26/2017,12000,20,22
CMRL,Southeast,3/9/2017,3600,30,13
CMRL,Seattle,2/16/2018,15360,30,29
CMRL,Dallas,12/19/2017,15624,28,46
CMRL,Southwest,1/16/2020,7200,25,24
CMRL,South Central,4/5/2017,7200,20,20
CMRL,Northwest,8/30/2017,12960,30,56
CMRL,Northeast,11/12/2019,1680,20,4
CMRL,Houston,12/11/2019,7920,30,1
CMRL,Ontario,12/3/2019,13776,20,44
CMRL,Dallas,12/13/2019,3732,25,10
CMRL,Southwest,12/17/2019,2160,24,13
CMRL,Southwest,2/18/2020,12180,35,30
CMRL,Southwest,3/13/2020,8640,23,18
CMRL,Northeast,8/27/2020,21120,32,32
CMRL,Canada East,5/26/2020,19200,37,36
CMRL,South Central,5/30/2020,3876,20,12
CMRL,South Central,6/30/2020,9600,20,16
CMRL,Northeast,6/19/2020,5988,20,7
CMRL,Northwest,7/21/2020,22008,35,38
CMRL,Chicago East,10/22/2020,2388,20,5
CMRL,South Central,8/31/2020,12480,26,26
CMRL,Southeast,9/29/2020,9660,22,17
CMRL,Canada East,2/17/2017,8280,40,23
CMRL,North Central,6/21/2018,9660,34,22
CMRL,North Central,12/20/2017,8832,26,40
CMRL,South Central,11/27/2019,8400,30,19
CMRL,Chicago East,1/30/2017,1440,28,9
CMRL,Northeast,12/6/2017,8400,40,42
CMRL,Northwest,11/27/2017,9732,25,43
CMRL,South Central,9/29/2017,5520,26,10
CMRL,Chicago West,1/17/2018,13440,40,58
CMRL,Canada West,9/28/2017,10800,30,32
CMRL,Northeast,12/21/2017,20592,31,39
CMRL,North Central,10/13/2017,15000,25,49
CMRL,Northeast,8/8/2017,6720,20,16
CMRL,South Central,10/5/2017,14700,50,47
CMRL,South Central,10/4/2017,9240,24,23
CMRL,Canada East,8/10/2020,16380,20,21
CMRL,Northwest,12/6/2017,7200,20,20
CMRL,Northwest,11/29/2017,15300,45,51
CMRL,Southwest,10/13/2017,10116,45,46
CMRL,Southeast,11/3/2017,9120,41,51
CMRL,Southwest,10/25/2017,5952,30,68
CMRL,North Central,11/8/2017,9900,40,33
CMRL,Southwest,10/25/2017,15120,30,33
CMRL,Northeast,4/8/2020,4740,25,20
CMRL,Indianapolis,10/27/2017,16200,28,47
CMRL,Northwest,11/8/2017,19920,30,36
CMRL,Chicago West,11/27/2017,21420,28,40
CMRL,Northwest,12/21/2017,6240,44,27
CMRL,Chicago West,11/27/2017,9000,31,26
CMRL,South Central,12/6/2017,26640,44,45
CMRL,Detroit,12/12/2017,4320,25,18
CMRL,Dallas,11/27/2017,12456,48,37
CMRL,Northwest,12/12/2017,7680,35,37
CMRL,Tampa,4/19/2019,7920,20,21
CMRL,South Central,10/21/2019,5880,20,15
CMRL,Northeast,2/4/2020,1680,30,4
CMRL,Northeast,12/19/2019,13860,42,44
CMRL,Northeast,12/13/2017,4320,20,19
CMRL,Northwest,12/28/2017,5520,25,23
CMRL,Northeast,1/4/2018,3840,21,20
CMRL,Los Angeles,2/12/2018,16380,25,55
CMRL,North Central,7/31/2020,720,30,3
CMRL,Northwest,3/12/2018,8988,22,33
CMRL,Los Angeles,2/5/2018,2940,25,8
CMRL,Ontario,7/9/2019,3480,40,7
CMRL,Chicago West,3/29/2018,6960,20,30
CMRL,North Central,3/29/2018,12240,33,34
CMRL,Southwest,5/17/2019,18432,48,48
CMRL,Southwest,6/4/2018,1200,40,5
CMRL,Northwest,7/16/2018,16800,36,36
CMRL,Dallas,6/22/2018,15420,31,34
CMRL,Southwest,6/6/2019,7200,25,15
CMRL,Dallas,7/24/2018,10080,25,46
CMRL,Northeast,8/20/2018,360,23,5
CMRL,Southeast,9/27/2018,14280,30,35
CMRL,South Central,12/28/2018,2928,30,14
CMRL,South Central,2/15/2019,20400,34,35
CMRL,Los Angeles,2/26/2019,6720,27,29
CMRL,Dallas,3/25/2019,9600,35,41
CMRL,Southwest,6/3/2020,21420,41,51
CMRL,South Central,6/26/2019,7560,21,21
CMRL,Canada West,7/17/2020,9024,28,25
CMRL,Houston,8/1/2019,2520,31,7
CMRL,Dallas,8/30/2019,6624,21,23
CMRL,South Central,5/29/2020,10080,21,24
CMRL,Southeast,2/14/2018,10500,20,30
CMRL,Southwest,1/31/2018,25632,38,51
CMRL,North Central,7/20/2018,,21,#N/A
CMRL,Chicago East,5/2/2017,16260,20,47
CMRL,Northeast,11/9/2017,12480,47,22
CMRL,South Central,12/20/2017,5040,20,15
CMRL,Los Angeles,11/8/2016,7740,30,26
CMRL,Northwest,10/4/2017,13680,28,38
CMRL,South Central,6/22/2017,11760,25,30
CMRL,Northwest,2/15/2018,7920,23,25
CMRL,Northeast,5/3/2018,6300,33,13
CMRL,Northwest,9/20/2018,12000,25,25
CMRL,Northeast,11/8/2017,5040,25,23
CMRL,Northwest,11/27/2017,33828,40,50
CMRL,South Central,6/18/2020,20760,22,25
CMRL,Canada West,11/27/2017,11592,31,27
CMRL,Dallas,1/14/2018,18300,29,49
CMRL,Northeast,9/30/2019,20100,35,37
CMRL,Southwest,6/1/2018,7140,20,18
CMRL,Southwest,3/30/2017,13800,25,23
CMRL,South Central,3/16/2017,11760,21,29
CMRL,South Central,11/27/2017,7440,30,32
CMRL,Southwest,3/29/2017,480,20,2
CMRL,Northeast,5/31/2017,5760,22,26
CMRL,Columbus,4/29/2019,720,30,3
CMRL,Dallas,12/14/2017,6240,20,30
CMRL,South Central,12/28/2017,4320,31,19
CMRL,North Central,2/13/2018,17160,27,30
CMRL,South Central,11/16/2017,10080,37,29
CMRL,Tampa,3/30/2019,960,20,15
CMRL,Southwest,9/28/2017,4800,20,24
CMRL,Chicago West,3/25/2020,5016,30,22
CMRL,Southwest,11/12/2019,24780,33,58
CMRL,Chicago West,1/7/2020,7920,20,23
CMRL,Northeast,1/22/2020,7980,25,19
CMRL,Canada West,2/3/2020,19740,50,47
CMRL,Northwest,2/25/2020,7560,20,14
CMRL,Southwest,2/14/2020,4320,35,9
CMRL,Houston,2/27/2020,20400,30,34
CMRL,North Central,7/27/2020,23040,49,3
CMRL,Northwest,4/29/2020,18864,33,33
CMRL,Southeast,5/11/2020,20244,47,50
CMRL,North Central,5/19/2020,16380,39,39
CMRL,South Central,9/8/2020,12096,28,28
CMRL,Northeast,6/30/2020,21600,50,45
CMRL,Northwest,5/29/2020,9420,24,15
CMRL,North Central,8/25/2020,7200,30,17
CMRL,Los Angeles,7/16/2020,11880,22,22
CMRL,North Central,6/25/2020,3360,25,10
CMRL,Northwest,9/23/2020,7080,30,20
CMRL,Southwest,7/6/2020,10272,20,21
CMRL,Northwest,9/30/2020,14112,24,24
CMRL,Southeast,10/16/2020,18240,20,20
CMRL,Northeast,7/24/2020,7104,22,16
CMRL,South Central,9/15/2020,720,25,4
CMRL,Southwest,9/19/2017,6600,11,13
CMRL,Southwest,12/6/2019,12600,38,30
CMRL,North Central,10/6/2017,17640,40,43
CMRL,Southeast,10/19/2017,8400,20,6
CMRL,North Central,1/3/2018,4320,21,12
CMRL,Chicago East,11/8/2017,8340,21,26
CMRL,South Central,9/6/2018,3600,33,16
CMRL,North Central,9/30/2017,19656,20,49
CMRL,Southwest,11/27/2017,18480,30,45
CMRL,Northwest,2/7/2018,7440,37,31
CMRL,Northeast,11/27/2017,3600,50,15
CMRL,Detroit,4/12/2018,0,28,1
CMRL,Southeast,7/25/2018,21000,26,38
CMRL,Dallas,5/2/2018,13404,23,29
CMRL,Minneapolis,12/14/2017,12600,24,53
CMRL,Dallas,7/14/2017,7560,22,33
CMRL,Dallas,4/6/2018,11520,30,59
CMRL,Southeast,6/16/2017,11760,40,38
CMRL,Northeast,7/7/2017,17400,20,26
CMRL,Tampa,11/8/2017,12600,28,62
CMRL,South Central,10/6/2017,2880,28,12
CMRL,Northwest,11/21/2017,16200,50,51
CMRL,South Central,8/28/2017,8448,28,23
CMRL,South Central,9/7/2017,10008,27,29
CMRL,Atlanta,11/1/2017,7344,24,29
CMRL,North Central,9/29/2017,16860,36,54
CMRL,Northeast,10/10/2017,14280,42,37
CMRL,Southwest,10/17/2017,13860,35,64
CMRL,Minneapolis,11/2/2017,5220,20,22
CMRL,Northeast,1/22/2018,10800,21,23
CMRL,North Central,10/12/2017,11340,27,54
CMRL,Southeast,11/27/2017,5280,22,24
CMRL,Phoenix,6/30/2020,8640,40,17
CMRL,South Central,11/10/2017,7200,20,20
CMRL,Chicago West,11/3/2017,17088,39,83
CMRL,Ontario,12/13/2017,2100,25,5
CMRL,Southeast,11/22/2017,25800,40,40
CMRL,Dallas,11/29/2017,31272,40,93
CMRL,Dallas,12/12/2017,15900,30,48
CMRL,Dallas,12/11/2017,6540,30,39
CMRL,Northwest,11/16/2017,7440,48,31
CMRL,Southwest,12/13/2017,23400,26,37
CMRL,Southeast,12/20/2017,2832,20,13
CMRL,Southeast,12/22/2017,7200,26,32
CMRL,Southwest,10/16/2019,10800,29,24
CMRL,Northwest,1/15/2018,9000,30,25
CMRL,Ontario,1/3/2018,480,25,3
CMRL,South Central,12/30/2017,7200,25,20
CMRL,Southeast,4/10/2019,6120,25,18
CMRL,Chicago West,1/25/2018,17628,21,31
CMRL,Southeast,2/13/2018,7728,20,17
CMRL,Chicago East,1/26/2018,29616,20,74
CMRL,Seattle,4/4/2018,5280,21,22
CMRL,Northwest,3/6/2018,4560,25,20
CMRL,Los Angeles,2/12/2018,10560,24,50
CMRL,Newark,3/7/2018,4320,30,33
CMRL,Tampa,3/26/2018,3600,20,15
CMRL,Ontario,3/28/2018,9216,43,51
CMRL,Northeast,6/14/2018,14760,30,46
CMRL,Dallas,6/14/2019,19200,32,32
CMRL,North Central,7/17/2018,9240,25,20
CMRL,Canada West,12/3/2019,9960,20,12
CMRL,North Central,9/24/2018,2940,30,41
CMRL,Northeast,6/17/2020,16380,39,39
CMRL,Chicago East,1/5/2019,20220,40,61
CMRL,Dallas,4/23/2019,17160,24,31
CMRL,Southeast,5/29/2020,9240,25,22
CMRL,Northwest,1/16/2019,12180,30,29
CMRL,Northwest,1/7/2019,9240,27,22
CMRL,Southeast,1/28/2019,2280,27,9
CMRL,South Central,3/21/2019,10200,25,34
CMRL,Northeast,3/8/2019,720,25,3
CMRL,Chicago West,4/2/2019,10560,44,44
CMRL,Southeast,6/3/2019,12960,33,27
CMRL,Houston,4/16/2019,19320,28,36
CMRL,Canada West,6/24/2020,6000,25,20
CMRL,South Central,7/10/2019,10920,30,36
CMRL,South Central,7/11/2019,1224,28,3
CMRL,Northwest,7/10/2019,13200,46,46
CMRL,Los Angeles,2/18/2020,7560,30,18
CMRL,North Central,3/13/2020,16200,28,28
CMRL,Northeast,9/23/2019,1980,20,3
CMRL,Alberta,9/28/2019,8940,28,31
